Date0 ut0 Date1 ut1
20130315 7.977 20130315 9.744
20130315 15.994 20130315 17.632
20130315 23.966 20130316 1.706
20130316 8.144 20130316 9.297
20130316 16.063 20130316 17.567
20130316 23.967 20130317 1.687
20130317 7.979 20130317 9.637
20130317 15.989 20130317 17.575
20130317 23.948 20130318 1.58
20130318 8.039 20130318 9.253
20130318 15.961 20130318 17.67
20130318 23.964 20130319 1.596
20130319 8.066 20130319 9.481
20130319 16.055 20130319 17.366
20130320 0.081 20130320 1.254
20130320 8.02 20130320 9.371
20130320 15.968 20130320 17.489
20130321 0.005 20130321 1.387
20130321 8.074 20130321 9.27
20130321 15.98 20130321 17.227
20130322 0.012 20130322 1.238
20130322 7.991 20130322 9.538
20130322 15.881 20130322 17.265
20130323 0.066 20130323 1.125
20130323 8.114 20130323 9.014
20130323 15.904 20130323 17.195
20130323 23.804 20130324 1.23
20130324 8.0 20130324 9.318
20130324 15.959 20130324 17.329
20130324 23.925 20130325 1.208
20130325 7.913 20130325 9.489
20130325 15.977 20130325 17.296
20130325 23.953 20130326 1.186
20130326 7.979 20130326 9.19
20130326 15.977 20130326 17.251
20130326 23.9 20130327 1.102
20130327 8.021 20130327 9.088
20130327 15.998 20130327 17.021
20130327 23.911 20130328 1.154
20130328 7.926 20130328 9.277
20130328 15.993 20130328 17.156
20130328 23.95 20130329 1.036
20130329 7.995 20130329 9.114
20130329 15.951 20130329 16.968
20130329 23.983 20130330 1.029
20130330 7.977 20130330 8.99
20130330 15.945 20130330 16.944
20130330 24.0 20130331 0.998
20130331 7.907 20130331 9.086
20130331 15.938 20130331 16.93
20130331 23.964 20130401 1.002
20130401 7.896 20130401 8.992
20130401 15.905 20130401 16.991
20130401 23.863 20130402 0.918
20130402 7.824 20130402 8.981
20130402 15.833 20130402 16.945
20130402 23.851 20130403 1.013
20130403 7.9 20130403 9.037
20130403 15.8 20130403 16.967
20130403 23.866 20130404 0.846
20130404 7.848 20130404 9.077
20130404 15.868 20130404 16.905
20130404 23.742 20130405 1.038
20130405 7.723 20130405 8.994
20130405 15.751 20130405 17.024
20130405 23.854 20130406 0.991
20130406 7.787 20130406 9.024
20130406 15.888 20130406 16.921
20130406 23.855 20130407 0.938
20130407 7.822 20130407 8.989
20130407 15.819 20130407 16.893
20130408 0.015 20130408 0.897
20130408 7.782 20130408 8.899
20130408 15.776 20130408 16.91
20130408 23.959 20130409 0.83
20130409 7.769 20130409 8.887
20130409 15.767 20130409 16.881
20130409 23.702 20130410 0.911
20130410 7.635 20130410 8.892
20130410 15.752 20130410 16.864
20130410 23.734 20130411 0.878
20130411 7.637 20130411 8.917
20130411 15.717 20130411 16.886
20130411 23.791 20130412 0.851
20130412 7.559 20130412 8.936
20130412 15.682 20130412 16.885
20130412 23.813 20130413 0.878
20130413 7.799 20130413 8.838
20130413 15.656 20130413 16.782
20130413 23.953 20130414 0.769
20130414 7.776 20130414 8.799
20130414 15.698 20130414 16.736
20130414 23.817 20130415 0.737
20130415 7.693 20130415 8.763
20130415 15.616 20130415 16.765
20130415 23.565 20130416 0.822
20130416 7.516 20130416 8.831
20130416 15.481 20130416 16.838
20130416 23.524 20130417 0.802
20130417 7.597 20130417 8.78
20130417 15.524 20130417 16.784
20130417 23.425 20130418 0.756
20130418 7.483 20130418 8.831
20130418 15.55 20130418 16.758
20130418 23.582 20130419 0.841
20130419 7.509 20130419 8.821
20130419 15.44 20130419 16.805
20130419 23.553 20130420 0.784
20130420 7.724 20130420 8.709
20130420 15.5 20130420 16.795
20130420 23.367 20130421 0.796
20130421 7.919 20130421 8.596
20130421 15.585 20130421 16.669
20130421 23.655 20130422 0.677
20130422 7.698 20130422 8.502
20130422 15.79 20130422 16.49
20130422 23.544 20130423 0.752
20130423 7.532 20130423 8.496
20130423 15.445 20130423 16.665
20130423 23.384 20130424 0.727
20130424 7.308 20130424 8.698
20130424 15.555 20130424 16.647
20130424 23.03 20130425 0.885
20130425 7.446 20130425 8.669
20130425 15.199 20130425 16.877
20130425 23.479 20130426 0.771
20130426 7.253 20130426 8.794
20130426 15.314 20130426 16.737
20130426 23.355 20130427 0.771
20130427 7.231 20130427 8.712
20130427 15.212 20130427 16.722
20130427 23.376 20130428 0.639
20130428 7.396 20130428 8.71
20130428 15.263 20130428 16.775
20130428 23.192 20130429 0.771
20130429 7.256 20130429 8.781
20130429 15.179 20130429 16.727
20130429 23.239 20130430 0.735
20130430 7.192 20130430 8.788
20130430 15.153 20130430 16.798
20130430 22.783 20130501 0.859
20130501 7.459 20130501 8.532
20130501 15.783 20130501 16.784
20130501 23.428 20130502 0.66
20130502 7.28 20130502 8.773
20130502 15.162 20130502 16.714
20130502 23.133 20130503 0.721
20130503 7.256 20130503 8.807
20130503 15.214 20130503 16.785
20130503 23.292 20130504 0.761
20130504 7.395 20130504 8.763
20130504 15.328 20130504 16.541
20130504 23.266 20130505 0.798
20130505 7.363 20130505 8.804
20130505 15.326 20130505 16.833
20130505 23.342 20130506 0.71
20130506 7.264 20130506 8.823
20130506 15.533 20130506 16.835
20130506 23.58 20130507 0.788
20130507 7.571 20130507 8.848
20130507 15.611 20130507 16.758
20130507 23.502 20130508 0.784
20130508 7.652 20130508 8.855
20130508 15.549 20130508 16.854
20130508 23.584 20130509 0.792
20130509 7.701 20130509 8.782
20130509 15.741 20130509 16.861
20130509 23.588 20130510 0.865
20130510 7.793 20130510 8.864
20130510 15.819 20130510 16.909
20130510 23.96 20130511 0.835
20130511 7.881 20130511 8.894
20130511 15.819 20130511 16.859
20130512 0.017 20130512 0.777
20130512 7.895 20130512 8.968
20130512 15.815 20130512 16.92
20130512 23.997 20130513 0.88
20130513 8.002 20130513 8.867
20130513 16.113 20130513 16.832
20130513 24.0 20130514 1.032
20130514 8.087 20130514 8.885
20130514 16.205 20130514 16.874
20130514 23.947 20130515 0.921
20130515 8.086 20130515 8.97
20130515 16.106 20130515 17.111
20130515 23.935 20130516 1.062
20130516 7.973 20130516 9.171
20130516 16.077 20130516 17.105
20130517 0.104 20130517 1.087
20130517 8.144 20130517 9.04
20130517 16.17 20130517 17.015
20130518 0.125 20130518 1.035
20130518 8.211 20130518 9.063
20130518 16.23 20130518 16.953
20130519 0.229 20130519 1.001
20130519 8.283 20130519 9.025
20130519 16.126 20130519 17.284
20130520 0.374 20130520 0.884
20130520 8.291 20130520 9.073
20130520 16.35 20130520 16.934
20130521 0.333 20130521 1.032
20130521 8.292 20130521 9.185
20130521 16.335 20130521 17.227
20130522 0.337 20130522 1.306
20130522 8.316 20130522 9.211
20130522 16.334 20130522 17.335
20130523 0.341 20130523 1.347
20130523 8.259 20130523 9.176
20130523 16.327 20130523 17.203
20130524 0.366 20130524 1.372
20130524 8.308 20130524 9.288
20130524 16.342 20130524 17.355
20130525 0.301 20130525 1.339
20130525 8.369 20130525 9.415
20130525 16.332 20130525 17.601
20130526 0.32 20130526 1.546
20130526 8.352 20130526 9.564
20130526 16.386 20130526 17.673
20130527 0.338 20130527 1.754
20130527 8.335 20130527 9.702
20130527 16.355 20130527 17.65
20130528 0.341 20130528 1.877
20130528 8.338 20130528 9.881
20130528 16.347 20130528 17.834
20130529 0.316 20130529 1.835
20130529 8.308 20130529 9.781
20130529 16.324 20130529 17.863
20130530 0.346 20130530 1.962
20130530 8.329 20130530 10.191
20130530 16.308 20130530 18.121
20130531 0.42 20130531 1.884
20130531 8.431 20130531 9.874
20130531 16.506 20130531 17.863
20130601 0.371 20130601 2.08
20130601 8.425 20130601 10.003
20130601 16.384 20130601 17.986
20130602 0.386 20130602 2.034
20130602 8.404 20130602 10.022
20130602 16.415 20130602 17.95
20130603 0.403 20130603 2.042
20130603 8.397 20130603 10.179
20130603 16.405 20130603 18.113
20130604 0.446 20130604 2.126
20130604 8.361 20130604 10.078
20130604 16.422 20130604 18.129
20130605 0.417 20130605 2.394
20130605 8.39 20130605 10.148
20130605 16.332 20130605 18.315
20130606 0.326 20130606 2.321
20130606 8.349 20130606 10.399
20130606 16.415 20130606 18.051
20130607 0.402 20130607 2.107
20130607 8.425 20130607 10.109
20130607 16.411 20130607 18.239
20130608 0.405 20130608 2.118
20130608 8.424 20130608 10.193
20130608 16.395 20130608 18.17
20130609 0.419 20130609 2.101
20130609 8.407 20130609 10.218
20130609 16.398 20130609 18.08
20130610 0.429 20130610 1.938
20130610 8.458 20130610 10.107
20130610 16.396 20130610 18.144
20130611 0.385 20130611 2.164
20130611 8.373 20130611 10.206
20130611 16.338 20130611 18.186
20130612 0.34 20130612 2.075
20130612 8.444 20130612 10.211
20130612 16.476 20130612 18.059
20130613 0.395 20130613 1.957
20130613 8.444 20130613 9.974
20130613 16.438 20130613 17.939
20130614 0.409 20130614 1.889
20130614 8.424 20130614 9.994
20130614 16.405 20130614 17.79
20130615 0.42 20130615 1.685
20130615 8.494 20130615 9.823
20130615 16.413 20130615 17.742
20130616 0.444 20130616 1.759
20130616 8.407 20130616 9.818
20130616 16.39 20130616 17.696
20130617 0.394 20130617 1.836
20130617 8.41 20130617 9.732
20130617 16.408 20130617 17.663
20130618 0.381 20130618 1.705
20130618 8.346 20130618 9.602
20130618 16.377 20130618 17.644
20130619 0.354 20130619 1.621
20130619 8.345 20130619 9.651
20130619 16.336 20130619 17.434
20130620 0.335 20130620 1.865
20130620 8.33 20130620 9.631
20130620 16.316 20130620 17.533
20130621 0.397 20130621 1.499
20130621 8.362 20130621 9.503
20130621 16.368 20130621 17.429
20130622 0.402 20130622 1.514
20130622 8.266 20130622 9.606
20130622 16.158 20130622 17.581
20130623 0.24 20130623 1.469
20130623 8.283 20130623 9.511
20130623 16.27 20130623 17.446
20130624 0.275 20130624 1.635
20130624 8.318 20130624 9.393
20130624 16.382 20130624 17.415
20130625 0.387 20130625 1.504
20130625 8.424 20130625 9.401
20130625 16.342 20130625 17.504
20130626 0.343 20130626 1.54
20130626 8.352 20130626 9.428
20130626 16.355 20130626 17.313
20130627 0.374 20130627 1.442
20130627 8.33 20130627 9.503
20130627 16.303 20130627 17.407
20130628 0.233 20130628 1.611
20130628 8.267 20130628 9.441
20130628 16.251 20130628 17.412
20130629 0.243 20130629 1.389
20130629 8.192 20130629 9.437
20130629 16.284 20130629 17.55
20130630 0.21 20130630 1.519
20130630 8.282 20130630 9.367
20130630 16.271 20130630 17.426
20130701 0.201 20130701 1.424
20130701 8.141 20130701 9.415
20130701 16.199 20130701 17.478
20130702 0.206 20130702 1.377
20130702 8.192 20130702 9.465
20130702 16.275 20130702 17.358
20130703 0.316 20130703 1.331
20130703 8.274 20130703 9.351
20130703 16.244 20130703 17.278
20130704 0.247 20130704 1.277
20130704 8.275 20130704 9.319
20130704 16.27 20130704 17.282
20130705 0.245 20130705 1.268
20130705 8.206 20130705 9.257
20130705 16.205 20130705 17.348
20130706 0.282 20130706 1.34
20130706 8.112 20130706 9.362
20130706 16.22 20130706 17.33
20130707 0.206 20130707 1.234
20130707 8.209 20130707 9.3
20130707 16.162 20130707 17.353
20130708 0.311 20130708 1.181
20130708 8.012 20130708 9.287
20130708 15.947 20130708 17.334
20130709 0.117 20130709 1.253
20130709 8.15 20130709 9.368
20130709 16.05 20130709 17.307
20130710 0.1 20130710 1.293
20130710 8.034 20130710 9.259
20130710 15.777 20130710 17.277
20130711 0.081 20130711 1.082
20130711 8.284 20130711 9.192
20130711 16.257 20130711 17.139
20130712 0.24 20130712 1.16
20130712 8.034 20130712 9.223
20130712 16.072 20130712 17.299
20130713 0.049 20130713 1.28
20130713 8.147 20130713 9.171
20130713 16.095 20130713 17.153
20130714 0.007 20130714 1.24
20130714 7.929 20130714 9.27
20130714 15.814 20130714 17.245
20130714 23.912 20130715 1.242
20130715 7.937 20130715 9.206
20130715 15.953 20130715 17.174
20130715 23.92 20130716 1.213
20130716 7.948 20130716 9.174
20130716 15.904 20130716 17.237
20130717 0.065 20130717 1.224
20130717 7.941 20130717 9.185
20130717 16.092 20130717 17.143
20130717 23.98 20130718 1.191
20130718 7.961 20130718 9.218
20130718 15.792 20130718 17.216
20130718 23.876 20130719 1.213
20130719 7.894 20130719 9.18
20130719 16.036 20130719 17.116
20130719 23.845 20130720 1.192
20130720 7.936 20130720 9.161
20130720 15.837 20130720 17.197
20130720 23.623 20130721 1.182
20130721 7.776 20130721 9.202
20130721 15.741 20130721 17.221
20130721 23.46 20130722 1.255
20130722 7.6 20130722 9.21
20130722 15.559 20130722 17.211
20130722 23.631 20130723 1.212
20130723 7.593 20130723 9.172
20130723 15.705 20130723 17.17
20130723 23.708 20130724 1.128
20130724 7.784 20130724 9.213
20130724 15.718 20130724 17.159
20130724 23.726 20130725 1.182
20130725 7.679 20130725 9.143
20130725 15.627 20130725 17.161
20130725 23.661 20130726 1.15
20130726 7.807 20130726 9.121
20130726 15.726 20130726 17.119
20130726 23.802 20130727 1.175
20130727 7.642 20130727 9.072
20130727 15.727 20130727 17.16
20130727 23.652 20130728 1.195
20130728 7.673 20130728 9.181
20130728 15.609 20130728 17.246
20130728 23.745 20130729 1.197
20130729 7.68 20130729 9.22
20130729 15.751 20130729 17.186
20130729 23.558 20130730 1.216
20130730 7.736 20130730 9.231
20130730 15.709 20130730 17.24
20130730 23.666 20130731 1.243
20130731 7.479 20130731 9.335
20130731 15.732 20130731 17.293
20130731 23.629 20130801 1.336
20130801 7.789 20130801 9.235
20130801 15.754 20130801 17.263
20130801 23.769 20130802 1.341
20130802 7.822 20130802 9.251
20130802 15.879 20130802 17.304
20130802 23.935 20130803 1.383
20130803 7.956 20130803 9.217
20130803 15.992 20130803 17.184
20130803 23.974 20130804 1.275
20130804 8.013 20130804 9.297
20130804 15.999 20130804 17.25
20130805 0.145 20130805 1.242
20130805 8.193 20130805 9.231
20130805 16.183 20130805 17.216
20130806 0.059 20130806 1.229
20130806 8.101 20130806 9.248
20130806 16.135 20130806 17.278
20130807 0.114 20130807 1.299
20130807 8.289 20130807 9.32
20130807 16.325 20130807 17.258
20130808 0.286 20130808 1.209
20130808 8.284 20130808 9.344
20130808 16.357 20130808 17.218
20130809 0.432 20130809 1.346
20130809 8.403 20130809 9.37
20130809 16.49 20130809 17.359
20130810 0.345 20130810 1.305
20130810 8.408 20130810 9.272
20130810 16.497 20130810 17.386
20130811 0.445 20130811 1.418
20130811 8.543 20130811 9.403
20130811 16.519 20130811 17.368
20130812 0.521 20130812 1.459
20130812 8.494 20130812 9.394
20130812 16.613 20130812 17.438
20130813 0.563 20130813 1.415
20130813 8.483 20130813 9.522
20130813 16.537 20130813 17.477
20130814 0.604 20130814 1.441
20130814 8.579 20130814 9.546
20130814 16.593 20130814 17.443
20130815 0.674 20130815 1.575
20130815 8.655 20130815 9.468
20130815 16.59 20130815 17.639
20130816 0.676 20130816 1.505
20130816 8.751 20130816 9.655
20130816 16.676 20130816 17.749
20130817 0.63 20130817 1.624
20130817 8.646 20130817 9.652
20130817 16.688 20130817 17.739
20130818 0.674 20130818 1.717
20130818 8.671 20130818 9.892
20130818 16.682 20130818 17.766
20130819 0.67 20130819 1.771
20130819 8.683 20130819 9.774
20130819 16.673 20130819 17.715
20130820 0.665 20130820 1.891
20130820 8.681 20130820 9.957
20130820 17.008 20130820 17.506
20130821 0.729 20130821 2.49
20130821 8.586 20130821 9.94
20130821 16.666 20130821 18.226
20130822 0.616 20130822 2.259
20130822 8.702 20130822 10.135
20130822 16.714 20130822 18.225
20130823 0.73 20130823 2.333
20130823 8.695 20130823 10.382
20130823 16.635 20130823 18.493
20130824 0.744 20130824 2.456
20130824 8.708 20130824 10.623
20130824 16.75 20130824 18.565
20130825 0.793 20130825 2.499
20130825 8.803 20130825 10.47
20130825 16.776 20130825 18.464
20130826 0.82 20130826 2.232
20130826 8.82 20130826 10.353
20130826 16.832 20130826 18.357
20130827 0.809 20130827 2.356
20130827 8.77 20130827 10.722
20130827 16.823 20130827 18.66
20130828 0.8 20130828 2.579
20130828 8.786 20130828 10.517
20130828 16.81 20130828 18.477
20130829 0.804 20130829 2.539
20130829 8.85 20130829 10.514
20130829 16.792 20130829 18.654
20130830 0.853 20130830 2.474
20130830 8.875 20130830 10.443
20130830 16.868 20130830 18.378
20130831 0.822 20130831 2.558
20130831 8.901 20130831 10.608
20130831 16.841 20130831 18.706
20130901 0.826 20130901 2.648
20130901 8.794 20130901 10.74
20130901 16.803 20130901 18.678
20130902 0.772 20130902 2.551
20130902 8.819 20130902 10.516
20130902 16.766 20130902 18.796
20130903 0.784 20130903 2.737
20130903 8.796 20130903 10.64
20130903 16.771 20130903 18.733
20130904 0.814 20130904 2.631
20130904 8.774 20130904 10.768
20130904 16.788 20130904 18.64
20130905 0.84 20130905 2.87
20130905 8.79 20130905 10.681
20130905 16.943 20130905 18.601
20130906 0.862 20130906 2.65
20130906 8.803 20130906 10.621
20130906 16.818 20130906 18.652
20130907 0.823 20130907 2.728
20130907 8.788 20130907 10.545
20130907 16.769 20130907 18.586
20130908 0.847 20130908 2.453
20130908 8.824 20130908 10.174
20130908 16.773 20130908 18.508
20130909 0.691 20130909 2.689
20130909 8.802 20130909 10.469
20130909 16.804 20130909 18.42
20130910 0.779 20130910 2.488
20130910 8.773 20130910 10.627
20130910 16.747 20130910 18.391
20130911 0.818 20130911 2.406
20130911 8.83 20130911 10.526
20130911 16.858 20130911 18.479
20130912 0.845 20130912 2.44
20130912 8.83 20130912 10.478
20130912 16.807 20130912 18.299
20130913 0.938 20130913 1.98
20130913 8.866 20130913 9.971
20130913 16.933 20130913 18.41
20130914 0.846 20130914 2.367
20130914 8.793 20130914 10.18
20130914 16.79 20130914 18.184
20130915 0.8 20130915 2.357
20130915 8.731 20130915 10.148
20130915 16.656 20130915 18.09
20130916 0.718 20130916 2.201
20130916 8.855 20130916 9.954
20130916 16.811 20130916 18.169
20130917 0.843 20130917 1.956
20130917 8.741 20130917 9.978
20130917 16.818 20130917 17.972
20130918 0.71 20130918 2.137
20130918 8.767 20130918 9.973
20130918 16.744 20130918 17.938
20130919 0.809 20130919 1.867
20130919 8.812 20130919 9.968
20130919 16.848 20130919 18.014
20130920 0.805 20130920 1.843
20130920 8.75 20130920 10.014
20130920 16.725 20130920 17.934
20130921 0.723 20130921 1.903
20130921 8.799 20130921 9.886
20130921 16.864 20130921 17.813
20130922 0.854 20130922 1.732
20130922 8.668 20130922 9.838
20130922 16.756 20130922 18.034
20130923 0.713 20130923 1.949
20130923 8.697 20130923 9.874
20130923 16.708 20130923 17.863
20130924 0.689 20130924 1.83
20130924 8.56 20130924 9.975
20130924 16.705 20130924 17.913
20130925 0.647 20130925 1.945
20130925 8.631 20130925 9.926
20130925 16.777 20130925 17.862
20130926 0.642 20130926 1.896
20130926 8.667 20130926 9.843
20130926 16.642 20130926 17.861
20130927 0.565 20130927 1.874
20130927 8.589 20130927 9.845
20130927 16.599 20130927 17.848
20130928 0.638 20130928 1.867
20130928 8.665 20130928 9.838
20130928 16.657 20130928 17.775
20130929 0.738 20130929 1.787
20130929 8.581 20130929 9.758
20130929 16.579 20130929 17.825
20130930 0.566 20130930 1.85
20130930 8.731 20130930 9.836
20130930 16.729 20130930 17.675
20131001 0.665 20131001 1.787
20131001 8.612 20131001 9.719
20131001 16.741 20131001 17.656
20131002 0.63 20131002 1.682
20131002 8.747 20131002 9.633
20131002 16.61 20131002 17.739
20131003 0.659 20131003 1.744
20131003 8.662 20131003 9.715
20131003 16.648 20131003 17.702
20131004 0.657 20131004 1.682
20131004 8.856 20131004 9.684
20131004 16.778 20131004 17.694
20131005 0.525 20131005 1.662
20131005 8.55 20131005 9.702
20131005 16.455 20131005 17.751
20131006 0.344 20131006 1.766
20131006 8.504 20131006 9.696
20131006 16.582 20131006 17.625
20131007 0.604 20131007 1.641
20131007 8.512 20131007 9.669
20131007 16.584 20131007 17.625
20131008 0.495 20131008 1.656
20131008 8.53 20131008 9.6
20131008 16.439 20131008 17.709
20131009 0.281 20131009 1.73
20131009 8.407 20131009 9.713
20131009 16.259 20131009 17.661
20131010 0.356 20131010 1.618
20131010 8.399 20131010 9.67
20131010 16.427 20131010 17.68
20131011 0.34 20131011 1.685
20131011 8.108 20131011 9.683
20131011 16.301 20131011 17.674
20131012 0.403 20131012 1.651
20131012 8.289 20131012 9.641
20131012 16.379 20131012 17.639
20131013 0.333 20131013 1.67
20131013 8.154 20131013 9.655
20131013 16.14 20131013 17.747
20131014 0.31 20131014 1.72
20131014 8.117 20131014 9.788
20131014 16.145 20131014 17.753
20131015 0.095 20131015 1.575
20131015 8.18 20131015 9.628
20131015 16.31 20131015 17.717
20131016 0.185 20131016 1.784
20131016 8.083 20131016 9.753
20131016 16.101 20131016 17.668
20131017 0.069 20131017 1.659
20131017 8.186 20131017 9.621
20131017 16.267 20131017 17.624
20131018 0.288 20131018 1.533
20131018 8.21 20131018 9.654
20131018 16.129 20131018 17.633
20131019 0.1 20131019 1.633
20131019 8.138 20131019 9.639
20131019 16.017 20131019 17.645
20131020 0.25 20131020 1.615
20131020 8.093 20131020 9.638
20131020 16.189 20131020 17.635
20131021 0.137 20131021 1.642
20131021 8.138 20131021 9.653
20131021 16.122 20131021 17.65
20131022 0.047 20131022 1.641
20131022 8.086 20131022 9.665
20131022 16.046 20131022 17.703
20131023 0.121 20131023 1.642
20131023 8.092 20131023 9.648
20131023 16.178 20131023 17.646
20131024 0.155 20131024 1.652
20131024 8.224 20131024 9.574
20131024 16.253 20131024 17.666
20131025 0.181 20131025 1.65
20131025 8.25 20131025 9.674
20131025 16.146 20131025 17.68
20131026 0.254 20131026 1.664
20131026 8.273 20131026 9.648
20131026 16.482 20131026 17.431
20131027 0.328 20131027 1.449
20131027 8.377 20131027 9.575
20131027 16.46 20131027 17.675
20131028 0.206 20131028 1.666
20131028 8.278 20131028 9.659
20131028 16.365 20131028 17.693
20131029 0.285 20131029 1.693
20131029 8.632 20131029 9.497
20131029 16.349 20131029 17.692
20131030 0.44 20131030 1.592
20131030 8.306 20131030 9.648
20131030 16.346 20131030 17.864
20131031 0.418 20131031 1.78
20131031 8.181 20131031 9.763
20131031 16.383 20131031 17.819
20131101 0.53 20131101 1.714
20131101 8.574 20131101 9.682
20131101 16.752 20131101 17.707
20131102 0.518 20131102 1.75
20131102 8.573 20131102 9.724
20131102 16.518 20131102 17.78
20131103 0.62 20131103 1.744
20131103 8.631 20131103 9.738
20131103 16.747 20131103 17.718
20131104 0.656 20131104 1.635
20131104 8.772 20131104 9.728
20131104 16.706 20131104 17.767
20131105 0.814 20131105 1.753
20131105 8.895 20131105 9.703
20131105 16.826 20131105 17.707
20131106 0.842 20131106 1.734
20131106 8.887 20131106 9.775
20131106 16.965 20131106 17.766
20131107 0.972 20131107 1.794
20131107 8.866 20131107 9.837
20131107 16.908 20131107 17.803
20131108 1.034 20131108 1.764
20131108 8.996 20131108 9.809
20131108 17.033 20131108 17.775
20131109 1.017 20131109 1.908
20131109 9.03 20131109 9.789
20131109 17.013 20131109 17.858
20131110 1.074 20131110 1.883
20131110 9.071 20131110 9.971
20131110 17.046 20131110 18.014
20131111 1.034 20131111 1.924
20131111 9.064 20131111 9.969
20131111 17.061 20131111 17.986
20131112 1.062 20131112 2.068
20131112 9.102 20131112 10.069
20131112 17.097 20131112 18.177
20131113 1.062 20131113 2.103
20131113 9.091 20131113 10.189
20131113 17.124 20131113 18.108
20131114 1.039 20131114 2.293
20131114 9.043 20131114 10.286
20131114 17.091 20131114 18.27
20131115 1.124 20131115 2.205
20131115 9.07 20131115 10.379
20131115 17.121 20131115 18.429
20131116 1.088 20131116 2.515
20131116 9.129 20131116 10.606
20131116 17.048 20131116 18.619
20131117 1.021 20131117 2.7
20131117 9.134 20131117 10.601
20131117 17.14 20131117 18.619
20131118 1.17 20131118 2.535
20131118 9.214 20131118 10.526
20131118 17.129 20131118 18.685
20131119 1.15 20131119 3.113
20131119 9.227 20131119 10.733
20131119 17.191 20131119 18.654
20131120 1.22 20131120 2.744
20131120 9.308 20131120 10.576
20131120 17.275 20131120 18.674
20131121 1.267 20131121 2.554
20131121 9.242 20131121 10.894
20131121 17.272 20131121 18.835
20131122 1.154 20131122 2.81
20131122 9.259 20131122 10.725
20131122 17.238 20131122 18.894
20131123 1.19 20131123 2.938
20131123 9.218 20131123 11.153
20131123 17.192 20131123 19.046
20131124 1.232 20131124 3.134
20131124 9.235 20131124 11.131
20131124 17.204 20131124 19.083
20131125 1.21 20131125 3.268
20131125 9.179 20131125 11.409
20131125 17.198 20131125 19.234
20131126 1.244 20131126 3.245
20131126 9.229 20131126 11.238
20131126 17.173 20131126 19.195
20131127 1.224 20131127 3.412
20131127 9.203 20131127 11.249
20131127 17.175 20131127 19.401
20131128 1.09 20131128 3.128
20131128 9.193 20131128 10.904
20131128 17.282 20131128 18.808
20131129 1.227 20131129 2.999
20131129 9.163 20131129 11.31
20131129 17.262 20131129 19.265
20131130 1.191 20131130 3.124
20131130 9.216 20131130 11.127
20131130 17.617 20131130 18.622
20131201 1.599 20131201 2.645
20131201 9.373 20131201 11.047
20131201 17.16 20131201 19.389
20131202 1.224 20131202 3.273
20131202 9.214 20131202 11.059
20131202 17.169 20131202 19.402
20131203 1.147 20131203 3.28
20131203 9.244 20131203 11.047
20131203 17.225 20131203 19.2
20131204 1.247 20131204 3.33
20131204 9.284 20131204 10.992
20131204 17.266 20131204 19.047
20131205 1.199 20131205 2.94
20131205 9.22 20131205 10.912
20131205 17.25 20131205 18.864
20131206 1.194 20131206 2.879
20131206 9.179 20131206 11.0
20131206 17.203 20131206 18.781
20131207 1.27 20131207 3.005
20131207 9.22 20131207 11.127
20131207 17.26 20131207 19.077
20131208 1.266 20131208 2.797
20131208 9.263 20131208 10.88
20131208 17.257 20131208 19.064
20131209 1.244 20131209 2.896
20131209 9.224 20131209 10.752
20131209 17.204 20131209 19.145
20131210 1.188 20131210 2.647
20131210 9.244 20131210 10.755
20131210 17.2 20131210 18.918
20131211 1.138 20131211 2.979
20131211 9.17 20131211 10.694
20131211 17.135 20131211 18.497
20131212 1.134 20131212 2.746
20131212 9.177 20131212 11.384
20131212 17.268 20131212 18.462
20131213 1.181 20131213 2.762
20131213 9.297 20131213 10.45
20131213 17.253 20131213 18.446
20131214 1.235 20131214 2.531
20131214 9.239 20131214 10.307
20131214 17.207 20131214 18.313
20131215 1.288 20131215 2.276
20131215 9.29 20131215 10.323
20131215 17.249 20131215 18.337
20131216 1.262 20131216 2.154
20131216 9.198 20131216 10.257
20131216 17.221 20131216 18.295
20131217 1.259 20131217 2.293
20131217 9.258 20131217 10.236
20131217 17.259 20131217 18.339
20131218 1.18 20131218 2.273
20131218 9.274 20131218 10.254
20131218 17.259 20131218 18.322
20131219 1.22 20131219 2.369
20131219 9.195 20131219 10.312
20131219 17.083 20131219 18.267
20131220 1.141 20131220 2.405
20131220 9.002 20131220 10.426
20131220 17.137 20131220 18.319
20131221 1.212 20131221 2.276
20131221 9.11 20131221 10.211
20131221 17.164 20131221 18.265
20131222 1.114 20131222 2.37
20131222 9.121 20131222 10.303
20131222 17.15 20131222 18.288
20131223 1.283 20131223 2.124
20131223 9.219 20131223 10.117
20131223 17.2 20131223 18.252
20131224 1.216 20131224 2.25
20131224 9.126 20131224 10.218
20131224 17.209 20131224 18.223
20131225 1.2 20131225 2.221
20131225 9.143 20131225 10.203
20131225 17.142 20131225 18.215
20131226 1.148 20131226 2.23
20131226 9.167 20131226 10.301
20131226 17.083 20131226 18.319
20131227 1.255 20131227 2.19
20131227 9.235 20131227 10.129
20131227 17.169 20131227 18.181
20131228 1.14 20131228 2.05
20131228 9.064 20131228 10.117
20131228 17.079 20131228 18.094
20131229 1.151 20131229 2.083
20131229 9.126 20131229 10.139
20131229 17.004 20131229 18.178
20131230 1.281 20131230 2.11
20131230 9.069 20131230 10.144
20131230 16.961 20131230 18.191
20131231 0.992 20131231 2.157
20131231 8.975 20131231 10.276
